source,target,aspect_intercell_source,aspect_intercell_target,category_intercell_source,category_intercell_target,category_source_intercell_source,category_source_intercell_target,consensus_direction,consensus_inhibition,consensus_score_intercell_source,consensus_score_intercell_target,consensus_stimulation,curation_effort,database_intercell_source,database_intercell_target,dip_url,entity_type_intercell_source,entity_type_intercell_target,is_inhibition,is_stimulation,n_primary_sources,n_references,n_sources,parent_intercell_source,parent_intercell_target,plasma_membrane_peripheral_intercell_source,plasma_membrane_peripheral_intercell_target,plasma_membrane_transmembrane_intercell_source,plasma_membrane_transmembrane_intercell_target,receiver_intercell_source,receiver_intercell_target,references,references_stripped,scope_intercell_source,scope_intercell_target,secreted_intercell_source,secreted_intercell_target,sources,transmitter_intercell_source,transmitter_intercell_target,type,uniprot_intercell_source,uniprot_intercell_target
IL13,IL13RA1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,16,True,53,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4497,protein,protein,False,True,20,43,31,ligand,receptor,False,False,False,True,False,True,Baccin2019:1270434311278620;CellTalkDB:12704343;DIP:20223216;DIP:8910586;HPMR:12704343;HPRD:11278629;InnateDB:9013879;IntAct:18243101;IntAct:20223216;LRdb:11;LRdb:12704343;Lit-BM-17:18243101;Lit-BM-17:8910586;SIGNOR:12704343;SignaLink3:10485906;SignaLink3:11867689;SignaLink3:12223527;SignaLink3:12401408;SignaLink3:14610620;SignaLink3:14657224;SignaLink3:15099563;SignaLink3:16243976;SignaLink3:16413922;SignaLink3:17404308;SignaLink3:17485448;SignaLink3:18250477;SignaLink3:18451175;SignaLink3:19833085;SignaLink3:20184663;SignaLink3:20406969;SignaLink3:20510870;SignaLink3:20856220;SignaLink3:21097505;SignaLink3:21115385;SignaLink3:21469115;SignaLink3:21840487;SignaLink3:23124025;SignaLink3:23180781;SignaLink3:23331499;SignaLink3:23390297;SignaLink3:24030977;SignaLink3:24091328;SignaLink3:26192618;SignaLink3:26755705;SignaLink3:27216177;SignaLink3:7512720;SignaLink3:7521688;SignaLink3:7543512;SignaLink3:8910586;SignaLink3:9013879;SignaLink3:9535722;connectomeDB2020:11278629;connectomeDB2020:12704343,10485906;11;11278629;11867689;12223527;12401408;12704343;1270434311278620;14610620;14657224;15099563;16243976;16413922;17404308;17485448;18243101;18250477;18451175;19833085;20184663;20223216;20406969;20510870;20856220;21097505;21115385;21469115;21840487;23124025;23180781;23331499;23390297;24030977;24091328;26192618;26755705;27216177;7512720;7521688;7543512;8910586;9013879;9535722,generic,generic,True,False,ACSN_SignaLink3;Baccin2019;CellChatDB;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;InnateDB_SignaLink3;IntAct;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P35225,P78552
IL4,CD53,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,15,6,False,5,,,,protein,protein,False,False,9,1,13,ligand,receptor,False,False,False,True,False,True,Baccin2019:7963560;CellTalkDB:7963560;HPRD:7963560;LRdb:7963560;connectomeDB2020:7963560,7963560,generic,generic,True,False,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,True,False,post_translational,P05112,P19397
IL2,CD53,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,15,6,False,4,,,,protein,protein,False,False,8,1,11,ligand,receptor,False,False,False,True,False,True,CellTalkDB:7963560;HPRD:7963560;LRdb:7963560;connectomeDB2020:7963560,7963560,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,True,False,post_translational,P60568,P19397
IL4,IL12RB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,15,13,False,0,,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P05112,Q99665
IL1B,IL12RB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,6,,,,protein,protein,False,True,2,6,3,ligand,receptor,False,False,False,True,False,True,ProtMapper:10198225;ProtMapper:7528775;ProtMapper:7594594;ProtMapper:8943050;ProtMapper:9038232;ProtMapper:9454765,10198225;7528775;7594594;8943050;9038232;9454765,generic,generic,True,False,NCI-PID_ProtMapper;ProtMapper;Wang,True,False,post_translational,P01584,Q99665
IL12A,IL12RB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,8,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10907,protein,protein,False,True,12,3,16,ligand,receptor,False,False,False,True,False,True,CellTalkDB:943050;DIP:8943050;HPMR:11086056;LRdb:943050;Ramilowski2015:943050;SIGNOR:11086056;connectomeDB2020:943050;talklr:943050,11086056;8943050;943050,generic,generic,True,False,Baccin2019;CellTalkDB;DIP;DLRP_talklr;Guide2Pharma;HPMR;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P29459,Q99665
IL4,CLEC4G,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,2,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P05112,Q6UXB4
IL4,IL12RB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,15,15,False,0,,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P05112,P42701
IL1B,IL12RB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,15,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P01584,P42701
IL12A,IL12RB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,15,True,13,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10906,protein,protein,False,True,15,7,22,ligand,receptor,False,False,False,True,False,True,Baccin2019:11086056;CellTalkDB:11086056;DIP:8943050;HPMR:11086056;InnateDB:7911493;InnateDB:8943050;LRdb:11086056;Lit-BM-17:11114383;Lit-BM-17:8943050;SIGNOR:12023369;SignaLink3:23331499;SignaLink3:7527811;connectomeDB2020:11086056,11086056;11114383;12023369;23331499;7527811;7911493;8943050,generic,generic,True,False,Baccin2019;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;InnateDB;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P29459,P42701
IL27,IL12RB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,11,15,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q8NEV9,P42701
IL4,IL12A,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,15,1,False,0,,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,P05112,P29459
IL1B,IL12A,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,1,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,P01584,P29459
IL4,SELP,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,15,7,False,0,,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P05112,P16109
VWF,SELP,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,7,7,False,1,,,,protein,protein,False,False,5,1,7,ligand,receptor,False,False,False,True,False,True,CellTalkDB:16418330,16418330,generic,generic,True,False,Baccin2019;CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,True,False,post_translational,P04275,P16109
VCAN,SELP,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,4,7,False,6,,,,protein,protein,False,False,9,2,13,ligand,receptor,False,False,False,True,False,True,CellTalkDB:10950950;HPRD:10950950;InnateDB:10950950;LRdb:10950950;MatrixDB:12556525;connectomeDB2020:10950950,10950950;12556525,generic,generic,True,False,CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;MatrixDB;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P13611,P16109
CD34,SELP,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,4,7,False,4,,,,protein,protein,False,False,8,2,10,ligand,receptor,False,False,True,True,False,True,Baccin2019:29296932;CellChatDB:18606703;CellTalkDB:18606703;connectomeDB2020:29296932,18606703;29296932,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P28906,P16109
IL4,MS4A2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,2,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P05112,Q01362
CSF1,CSF3R,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,15,True,3,,,,protein,protein,False,True,2,2,2,ligand,receptor,False,False,True,True,False,True,SIGNOR:16492764;SignaLink3:16492764;SignaLink3:23331499,16492764;23331499,generic,generic,True,True,SIGNOR;SignaLink3,True,False,post_translational,P09603,Q99062
CSF1,SIRPA,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,13,4,False,1,,,,protein,protein,False,False,2,1,3,ligand,receptor,False,False,True,True,False,True,CellTalkDB:32103204,32103204,generic,generic,True,False,CellPhoneDB;CellTalkDB;I2D_CellPhoneDB,True,False,post_translational,P09603,P78324
VEGFA,SIRPA,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,14,4,False,1,,,,protein,protein,False,False,4,1,6,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,True,False,post_translational,P15692,P78324
VWF,SIRPA,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,7,4,False,1,,,,protein,protein,False,False,4,1,6,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,True,False,post_translational,P04275,P78324
SFTPD,SIRPA,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,2,4,False,3,,,,protein,protein,False,False,3,1,3,ligand,receptor,False,False,False,True,False,True,CellTalkDB:22511785;LRdb:22511785;connectomeDB2020:22511785,22511785,generic,generic,True,False,CellTalkDB;LRdb;connectomeDB2020,True,False,post_translational,P35247,P78324
CSF1,CELSR3,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,13,6,False,0,,,,protein,protein,False,False,1,,2,ligand,receptor,False,False,True,True,False,True,,,generic,generic,True,False,CellPhoneDB;I2D_CellPhoneDB,True,False,post_translational,P09603,Q9NYQ7
CSF1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,11,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,True,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P09603,P06756
TGFB1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,15,11,False,4,,,,protein,protein,False,False,8,1,11,ligand,receptor,False,False,False,True,False,True,CellTalkDB:11970960;HPRD:11970960;LRdb:11970960;connectomeDB2020:11970960,11970960,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,True,False,post_translational,P01137,P06756
PDGFB,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,13,11,False,1,,,,protein,protein,False,False,5,1,7,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,True,False,post_translational,P01127,P06756
CXCL12,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,14,11,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,connectomeDB2020:29301984,29301984,generic,generic,True,False,connectomeDB2020,True,False,post_translational,P48061,P06756
CX3CL1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,13,11,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,True,True,False,True,connectomeDB2020:24789099,24789099,generic,generic,True,False,connectomeDB2020,True,False,post_translational,P78423,P06756
VEGFA,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,14,11,False,1,,,,protein,protein,False,False,6,1,8,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,True,False,post_translational,P15692,P06756
L1CAM,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,4,11,False,4,,,,protein,protein,False,False,7,1,11,ligand,receptor,False,False,True,True,False,True,CellTalkDB:10871287;HPRD:10871287;LRdb:10871287;connectomeDB2020:10871287,10871287,generic,generic,False,False,CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P32004,P06756
RELN,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,11,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P78509,P06756
VTN,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,11,True,6,,,,protein,protein,False,True,9,2,11,ligand,receptor,False,False,False,True,False,True,CellTalkDB:23154389;ICELLNET:7685013;LRdb:23154389;Ramilowski2015:23154389;connectomeDB2020:23154389;talklr:23154389,23154389;7685013,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;ICELLNET;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P04004,P06756
CALR,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,6,11,False,5,,,,protein,protein,False,False,10,1,13,ligand,receptor,False,False,False,True,False,True,Adhesome:12196561;CellTalkDB:12196561;HPRD:12196561;LRdb:12196561;connectomeDB2020:12196561,12196561,generic,generic,True,False,Adhesome;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P27797,P06756
THBS1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,4,11,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P07996,P06756
THBS2,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,5,11,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P35442,P06756
VWF,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,11,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P04275,P06756
LAMB1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,5,11,True,1,,,,protein,protein,False,True,6,1,8,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,True,False,post_translational,P07942,P06756
LAMA4,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,2,11,True,1,,,,protein,protein,False,True,6,1,8,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,True,False,post_translational,Q16363,P06756
LAMA5,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,11,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O15230,P06756
LAMC1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,2,11,True,1,,,,protein,protein,False,True,5,1,7,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,True,False,post_translational,P11047,P06756
NID1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,5,11,False,4,,,,protein,protein,False,False,8,1,11,ligand,receptor,False,False,False,True,False,True,CellTalkDB:9686320;HPRD:9686320;LRdb:9686320;connectomeDB2020:9686320,9686320,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,True,False,post_translational,P14543,P06756
TNC,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,11,True,2,,,,protein,protein,False,True,7,2,9,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115;connectomeDB2020:9314546,32196115;9314546,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P24821,P06756
MFGE8,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,5,11,False,4,,,,protein,protein,False,False,7,1,9,ligand,receptor,False,False,False,True,False,True,LRdb:24441829;Ramilowski2015:24441829;connectomeDB2020:24441829;talklr:24441829,24441829,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q08431,P06756
COL6A3,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,2,11,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P12111,P06756
ICAM4,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,4,11,True,6,,,,protein,protein,False,True,8,3,13,ligand,receptor,False,False,True,True,False,True,CellTalkDB:15355350;HPRD:11435317;LRdb:11;LRdb:15355350;connectomeDB2020:11435317;connectomeDB2020:15355350,11;11435317;15355350,generic,generic,True,False,CellTalkDB;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q14773,P06756
ANGPTL3,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,9,11,False,4,,,,protein,protein,False,False,8,1,12,ligand,receptor,False,False,False,True,False,True,CellTalkDB:11877390;HPRD:11877390;LRdb:11877390;connectomeDB2020:11877390,11877390,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q9Y5C1,P06756
LAMA1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,11,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P25391,P06756
LAMB3,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,2,11,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q13751,P06756
SPP1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,11,True,5,,,,protein,protein,False,True,9,2,14,ligand,receptor,False,False,False,True,False,True,CellTalkDB:10835423;HPRD:10835423;LRdb:10835423;connectomeDB2020:10835423;connectomeDB2020:7592829,10835423;7592829,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P10451,P06756
CYR61,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,6,11,False,6,,,,protein,protein,False,False,8,3,12,ligand,receptor,False,False,False,True,False,True,CellTalkDB:10821835;HPRD:10821835;HPRD:11287419;LRdb:10821835;LRdb:11;connectomeDB2020:11287419,10821835;11;11287419,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,O00622,P06756
LAMB2,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,5,11,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P55268,P06756
AZGP1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,3,11,False,4,,,,protein,protein,False,False,7,1,10,ligand,receptor,False,False,False,True,False,True,CellTalkDB:9813179;HPRD:9813179;LRdb:9813179;connectomeDB2020:9813179,9813179,generic,generic,True,False,CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,True,False,post_translational,P25311,P06756
FNDC5,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,2,11,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,True,True,False,True,connectomeDB2020:30550785,30550785,generic,generic,True,False,connectomeDB2020,True,False,post_translational,Q8NAU1,P06756
